"","A","M","Time","Event","As","W","I"
"10173",NA,-0.868,50,0,0.83,-0.271,0
"10174",NA,0.634,50,0,-0.001,0.733,0
"10175",NA,0.098,50,0,0.463,1.315,0
"10176",NA,-0.12,5.7,0,-0.117,0.626,0
"10177",NA,0.297,44.7,0,0.612,0.25,0
"10178",NA,-0.733,22,0,1.166,0.068,0
"10179",NA,0.673,1.4,0,-0.835,-0.587,0
"10180",NA,-0.54,50,0,0.048,-0.339,0
"10181",NA,-0.777,18.4,0,-0.625,0.43,0
"10182",NA,0.047,46.9,1,0.402,1.276,0
"10183",NA,-0.059,50,0,0.327,-0.319,0
"10184",NA,0.431,48,0,1.425,-0.671,0
"10185",NA,-2.031,23.2,0,0.518,-0.296,0
"10186",NA,-0.8,50,0,-0.24,-0.123,0
"10187",NA,-1.139,50,0,0.867,0.094,0
"10188",NA,0.71,50,0,1.105,0.251,0
"10189",NA,-1.008,12.1,0,-0.52,-1.223,0
"10190",NA,-1.441,50,0,-0.16,-0.412,0
"10191",NA,0.802,50,0,0.88,-0.123,0
"10192",NA,-1.314,7.8,0,0.328,-0.804,0
"10193",NA,0.864,50,0,-0.167,-0.52,0
"10194",NA,0.348,20,0,0.861,-0.022,0
"10195",NA,-1.253,50,0,-0.951,-0.552,0
"10196",NA,0.687,41.7,0,1.133,-0.738,0
"10197",NA,0.215,50,0,1.359,0.937,0
"10198",NA,-0.46,17.5,0,0.129,-0.32,0
"10199",NA,-0.23,24,0,-0.842,0.549,0
"10200",NA,-0.733,50,0,-0.151,1.049,0
"10201",NA,-0.761,50,0,0.107,0.333,0
"10202",NA,-0.348,50,0,1.057,0.661,0
"10203",NA,-0.164,9.3,0,-0.191,-0.969,0
"10204",NA,-0.28,50,0,-1.57,-0.894,0
"10205",NA,-0.276,50,0,-0.659,-0.19,0
"10206",NA,-0.931,41.2,1,-1.167,-0.242,0
"10207",NA,0.145,31.4,0,0.28,-0.367,0
"10208",NA,-0.708,9.1,0,-2.365,-0.721,0
"10209",NA,-0.733,9.2,0,-1.314,-0.98,0
"10210",NA,0.15,50,0,-0.504,-0.111,0
"10211",NA,-1.03,50,0,0.085,-0.816,0
"10212",NA,-0.052,50,0,0.507,0.658,0
"10213",NA,-0.413,45.4,0,0.179,-0.368,0
"10214",NA,0.093,50,0,-0.195,0.423,0
"10215",NA,1.573,24.3,0,-0.164,-0.238,0
"10216",NA,0.131,28.7,0,-0.208,1.066,0
"10217",NA,-1.406,50,0,0.226,0.662,0
"10218",NA,0.339,1.8,0,-0.548,0.11,0
"10219",NA,0.389,2.9,0,0.685,-0.595,0
"10220",NA,0.179,29.1,0,-1.219,0.984,0
"10221",NA,0.287,18.7,0,0.032,1.235,0
"10222",NA,-0.583,25.7,0,0.258,-0.91,0
"10223",NA,0.488,50,0,0.153,1.732,0
"10224",NA,0.008,42.8,0,0.037,0.786,0
"10225",NA,-0.006,47.5,0,-0.117,-0.763,0
"10226",NA,-0.116,50,0,0.76,0.705,0
"10227",NA,1.494,50,0,0.246,0.878,0
"10228",NA,0.654,50,0,-0.529,1.12,0
"10229",NA,-0.755,50,0,0.131,-0.223,0
"10230",NA,0.604,3.3,0,0.046,-0.244,0
"10231",NA,1.029,33,1,-0.457,-0.896,0
"10232",NA,0.967,50,0,-1.144,0.768,0
"10233",NA,-0.557,50,0,0.266,1.274,0
"10234",NA,0.019,50,0,-0.175,0.561,0
"10235",NA,-0.211,20.2,0,-0.872,-0.333,0
"10236",NA,-0.518,18,0,0.207,-0.085,0
"10237",NA,-0.285,50,0,0.491,0.204,0
"10238",NA,0.069,50,0,0.819,-0.476,0
"10239",NA,0.403,16.8,0,0.429,0.373,0
"10240",NA,-0.161,50,0,1.462,-0.449,0
"10241",NA,-0.612,50,0,-0.432,-0.301,0
"10242",NA,-0.531,29.6,0,0.492,0.958,0
"10243",NA,-0.663,50,0,0.637,0.094,0
"10244",NA,-0.049,50,0,-0.621,-0.98,0
"10245",NA,-0.248,50,0,0.156,-0.427,0
"10246",NA,0.157,50,0,-0.732,0.52,0
"10247",NA,0.017,50,0,1.316,-0.1,0
"10248",NA,0.359,50,0,-0.519,-0.045,0
"10249",NA,-0.744,39,0,1.245,-0.714,0
"10250",NA,0.782,46.4,1,1.556,0.103,0
"10251",NA,0.223,50,0,0.455,0.424,0
"10252",NA,-0.077,44.9,1,-0.645,-0.52,0
"10253",NA,0.384,50,0,0.341,-0.08,0
"10254",NA,-0.011,7.9,0,0.849,-0.9,0
"10255",NA,0.766,50,0,-0.513,0.463,0
"10256",NA,0.553,50,0,-0.197,0.98,0
"10257",NA,0.043,18.3,0,1.706,-0.008,0
"10258",NA,-0.136,50,0,1.095,-1.161,0
"10259",NA,-0.508,50,0,-1.328,-0.993,0
"10260",NA,-1.152,50,0,0.447,-1.789,0
"10261",NA,-0.661,50,0,-0.246,-0.633,0
"10262",NA,0.052,50,0,-0.405,0.33,0
"10263",NA,0.41,42.2,1,0.911,0.551,0
"10264",NA,-0.115,50,0,1.154,1.311,0
"10265",NA,-0.521,15.4,0,0.766,-0.617,0
"10266",NA,0.07,50,0,0.351,0.593,0
"10267",NA,-1.342,50,0,-0.608,-0.333,0
"10268",NA,-0.314,35.8,0,-1.026,-1.095,0
"10269",NA,0.551,50,0,0.527,0.769,0
"10270",NA,0.293,50,0,0.508,0.139,0
"10271",NA,0.827,50,0,0.08,0.084,0
"10272",NA,0.503,9.6,0,0.686,-1.325,0
"10273",NA,0.447,50,0,-0.661,-0.184,0
"10274",NA,1.053,38.4,0,-0.411,-1.05,0
"10275",NA,-1.416,50,0,0.392,0.128,0
"10276",NA,-1.314,50,0,-0.948,-0.245,0
"10277",NA,-1.578,50,0,0.144,-1.47,0
"10278",NA,0.355,0.2,0,0.523,0.719,0
"10279",NA,1.088,15,0,0.321,0.232,0
"10280",NA,0.875,50,0,1.176,-1.331,0
"10281",NA,-0.524,12.5,0,1.282,0.24,0
"10282",NA,0.905,21.5,0,1.82,0.012,0
"10283",NA,0.798,38.7,0,-0.349,-0.178,0
"10284",NA,0.923,50,0,0.719,-0.585,0
"10285",NA,-0.739,25.3,0,-0.584,-0.013,0
"10286",NA,-0.181,0.9,0,-0.404,0.53,0
"10287",NA,0.65,50,0,-0.399,-0.899,0
"10288",NA,0.23,50,0,0.718,-1.06,0
"10289",NA,0.563,1.6,0,-0.019,-0.227,0
"10290",NA,0.646,1.4,0,-1.093,-0.619,0
"10291",NA,-0.301,39.1,0,-0.281,-0.375,0
"10292",NA,-0.171,50,0,0.54,-0.512,0
"10293",NA,0.033,50,0,0.048,-0.545,0
"10294",NA,-0.525,50,0,-0.902,0.087,0
"10295",NA,1.566,50,0,0.703,0.498,0
"10296",NA,-0.241,50,0,-1.019,0.292,0
"10297",NA,-0.367,10.3,0,0.416,0.706,0
"10298",NA,0.378,26,0,0.757,0.208,0
"10299",NA,0.37,50,0,0.968,-0.116,0
"10300",NA,0.006,50,0,0.474,-1.611,0
"10301",NA,0.276,42.7,0,-0.546,0.211,0
"10302",NA,-1.831,1.9,0,-1.053,-0.755,0
"10303",NA,0.07,50,0,1.147,1.15,0
"10304",NA,0.967,12,0,-1.017,0.652,0
"10305",NA,0.939,50,0,0.012,1.032,0
"10306",NA,0.723,5.6,0,-0.221,0.44,0
"10307",NA,1.466,36.4,1,0.556,0.145,0
"10308",NA,0.927,50,0,-0.614,1.103,0
"10309",NA,0.67,37.4,1,0.26,-0.128,0
"10310",NA,0.157,31.2,1,0.711,0.012,0
"10311",NA,-0.486,50,0,-0.458,0.379,0
"10312",NA,-0.74,50,0,0.314,-1.255,0
"10313",NA,-1.552,50,0,-0.573,-0.056,0
"10314",NA,-1.152,50,0,-0.801,-0.903,0
"10315",NA,-1.203,17.2,0,-0.297,-0.834,0
"10316",NA,-0.439,11,0,0.964,-0.384,0
"10317",NA,-0.204,50,0,-0.071,-0.085,0
"10318",NA,-0.762,50,0,-0.975,-0.14,0
"10319",NA,0.467,50,0,-0.203,0.216,0
"10320",NA,-0.482,50,0,0.47,0.203,0
"10321",NA,0.812,50,0,0.049,0.438,0
"10322",NA,0.31,13.7,0,0.077,0.324,0
"10323",NA,0.464,15.1,0,1,0.243,0
"10324",NA,-0.017,10,0,-0.118,1.379,0
"10325",NA,-0.876,50,0,-1.18,-0.096,0
"10326",NA,-0.048,37.1,0,-0.279,0.301,0
"10327",NA,0.104,50,0,0.275,-0.263,0
"10328",NA,-0.497,43.3,0,-1.034,-0.202,0
"10329",NA,-1.668,50,0,-1.3,-1.699,0
"10330",NA,0.295,50,0,0.604,0.177,0
"10331",NA,0.74,42.4,0,0.669,-0.92,0
"10332",NA,1.514,50,0,0.221,-0.263,0
"10333",NA,0.193,34.5,0,1.082,-0.72,0
"10334",NA,0.487,50,0,0.289,0.927,0
"10335",NA,0.689,38,0,-0.107,-0.061,0
"10336",NA,-0.168,50,0,-0.108,0.256,0
"10337",NA,0.293,50,0,-1.612,0.201,0
"10338",NA,0.379,50,0,-0.621,-0.299,0
"10339",NA,1.4,0.3,0,0.434,-0.737,0
"10340",NA,-0.007,50,0,-0.116,-0.151,0
"10341",NA,0.335,50,0,-1.32,-0.311,0
"10342",NA,-0.584,50,0,-0.138,0.809,0
"10343",NA,0.195,50,0,0.207,-1.147,0
"10344",NA,-0.108,44.6,0,-0.145,-0.88,0
"10345",NA,0.67,50,0,0.576,-0.691,0
"10346",NA,-0.538,50,0,-0.209,0.711,0
"10347",NA,1.103,49,1,0.137,1.582,0
"10348",NA,0.266,50,0,0.076,0.099,0
"10349",NA,-0.188,50,0,0.254,1.323,0
"10350",NA,-0.374,50,0,-0.186,0.647,0
"10351",NA,0.212,50,0,-0.298,-0.087,0
"10352",NA,0.967,50,0,0.549,-0.706,0
"10353",NA,-0.599,38.6,0,0.04,-0.18,0
"10354",NA,1.353,50,0,0.988,0.364,0
"10355",NA,1.589,38.2,0,-0.325,0.177,0
"10356",NA,0.472,43.1,1,0.156,-0.349,0
"10357",NA,1.122,50,0,0.111,-0.809,0
"10358",NA,-0.02,50,0,-0.035,0.16,0
"10359",NA,-0.18,50,0,-0.028,0.144,0
"10360",NA,0.981,43.6,1,0.146,0.427,0
"10361",NA,0.688,50,0,-1.024,-0.194,0
"10362",NA,1.006,50,0,0.206,0.47,0
"10363",NA,-0.476,10,0,-0.22,0.165,0
"10364",NA,-0.394,11,0,-0.083,-0.518,0
"10365",NA,-0.414,41.3,0,-0.029,0.126,0
"10366",NA,1.476,8.6,0,0.406,-0.593,0
"10367",NA,0.38,49.4,0,-0.825,-0.311,0
"10368",NA,-0.575,15.4,0,0.105,0.371,0
"10369",NA,0.375,50,0,1.288,1.433,0
"10370",NA,0.011,50,0,-0.339,-0.568,0
"10371",NA,1.468,24.4,0,0.484,1.737,0
"10372",NA,-1.215,35.7,0,0.177,-0.57,0
"10373",NA,1.512,37.9,1,1.039,-0.401,0
"10374",NA,0.54,50,0,-0.266,-0.424,0
"10375",NA,0.966,37.8,0,0.123,1.106,0
"10376",NA,0.349,50,0,-0.13,-0.027,0
"10377",NA,-0.184,50,0,-0.512,-0.058,0
"10378",NA,0.005,50,0,1.368,-0.904,0
"10379",NA,-0.822,50,0,-0.472,-0.688,0
"10380",NA,0.363,50,0,-1.063,-0.422,0
"10381",NA,0.043,50,0,0.619,0.218,0
"10382",NA,0.249,50,0,0.64,0.767,0
"10383",NA,0.775,50,0,-0.131,-1.383,0
"10384",NA,-0.352,16.4,0,-0.089,0.31,0
"10385",NA,0.072,50,0,0.102,-0.673,0
"10386",NA,1.254,49.7,1,-0.143,-0.789,0
"10387",NA,-0.315,18,0,-0.293,0.363,0
"10388",NA,0.778,40.7,1,0.22,0.44,0
"10389",NA,0.191,50,0,0.105,0.289,0
"10390",NA,-0.674,50,0,1.071,-0.493,0
"10391",NA,-0.874,8,0,-0.656,0.75,0
"10392",NA,0.843,50,0,-0.274,0.548,0
"10393",NA,-0.886,50,0,0.912,0.65,0
"10394",NA,-2.055,50,0,-0.032,-1.127,0
"10395",NA,0.359,50,0,-0.006,-0.064,0
"10396",NA,-0.096,50,0,0.036,-1.21,0
"10397",NA,-0.004,50,0,-0.828,0.14,0
"10398",NA,0.458,3.6,0,0.077,0.779,0
"10399",NA,-0.549,50,0,0.789,0.81,0
"10400",NA,0.311,5,0,0.1,-0.739,0
"10401",NA,0.342,42.6,1,-0.36,-0.043,0
"10402",NA,-0.31,50,0,0.665,-0.525,0
"10403",NA,0.533,21.3,0,-0.378,-0.248,0
"10404",NA,-0.181,38.9,0,-0.053,-0.456,0
"10405",NA,-0.509,37.7,0,0.147,1.055,0
"10406",NA,-0.517,50,0,-0.588,-0.103,0
"10407",NA,0.233,50,0,0.634,0.262,0
"10408",NA,-0.097,50,0,-0.155,-0.641,0
"10409",NA,0.067,50,0,-0.222,0.291,0
"10410",NA,0.148,50,0,0.097,-0.294,0
"10411",NA,0.866,9.4,0,0.931,-0.424,0
"10412",NA,-0.78,39,0,-1.743,-0.363,0
"10413",NA,0.665,50,0,0.452,1.218,0
"10414",NA,-0.578,50,0,0.401,1.182,0
"10415",NA,-0.878,50,0,0.347,-0.532,0
"10416",NA,-0.416,50,0,-1.116,0.796,0
"10417",NA,0.118,50,0,0.59,-0.26,0
"10418",NA,0.172,2.7,0,0.197,0.759,0
"10419",NA,-0.415,50,0,0.701,0.518,0
"10420",NA,0.047,8.4,0,-0.818,-0.948,0
"10421",NA,0.606,50,0,-0.205,0.543,0
"10422",NA,-0.912,50,0,-1.006,1.337,0
"10423",NA,0.478,50,0,-0.414,-0.951,0
"10424",NA,-0.277,50,0,-0.344,-0.041,0
"10425",NA,0.423,50,0,0.663,-0.528,0
"10426",NA,-1.156,50,0,-1.59,-1.406,0
"10427",NA,-0.462,50,0,-0.507,-0.331,0
"10428",NA,-0.294,7.6,0,0.618,0.024,0
"10429",NA,-0.923,50,0,0.234,-0.012,0
"10430",NA,1,50,0,0.385,-0.036,0
"10431",NA,0.923,50,0,1.621,0.097,0
"10432",NA,0.266,44.8,0,0.867,0.237,0
"10433",NA,0.719,45.2,1,1.268,-0.171,0
"10434",NA,-0.856,50,0,0.117,0.231,0
"10435",NA,-0.531,29,0,-0.622,1.065,0
"10436",NA,0.191,50,0,-1.495,-0.417,0
"10437",NA,-0.159,7.2,0,-1.02,0.595,0
"10438",NA,-0.243,13.2,0,0.219,0.689,0
"10439",NA,-0.479,50,0,-1.141,0.114,0
"10440",NA,-0.09,21.1,0,1.526,0.142,0
"10441",NA,0.268,50,0,-0.181,-0.837,0
"10442",NA,-0.305,50,0,0.472,0.134,0
"10443",NA,-0.356,50,0,0.751,-0.991,0
"10444",NA,0.805,1.6,0,-0.062,-0.105,0
"10445",NA,-0.238,50,0,-0.069,-0.966,0
"10446",NA,0.679,43,0,0.023,-0.198,0
"10447",NA,0.087,9.2,0,-0.914,0.459,0
"10448",NA,-1.766,50,0,-1.499,0.272,0
"10449",NA,-0.162,46.8,1,0.46,-0.764,0
"10450",NA,-0.84,50,0,0.43,-0.117,0
"10451",NA,-0.296,42.2,0,0.273,-0.249,0
"10452",NA,0.059,50,0,0.226,-0.783,0
"10453",NA,-0.19,13.9,0,0.287,0.453,0
"10454",NA,1.43,41.7,0,-0.438,0.266,0
"10455",NA,0.166,50,0,0.883,-1.253,0
"10456",NA,-0.242,50,0,1.693,0.456,0
"10457",NA,-0.603,21,0,1.027,-0.157,0
"10458",NA,0.471,50,0,-0.223,-0.118,0
"10459",NA,0.463,50,0,-1.434,0.292,0
"10460",NA,-0.218,50,0,-0.37,0.599,0
"10461",NA,1.15,25.4,0,0.988,-0.484,0
"10462",NA,0.649,21.2,0,0.115,0.546,0
"10463",NA,0.198,50,0,-1.541,0.744,0
"10464",NA,1.148,44.2,1,1.178,0.68,0
"10465",NA,-0.602,50,0,-0.249,-0.814,0
"10466",NA,-0.076,50,0,-1.609,-0.104,0
"10467",NA,0.55,50,0,0.534,-0.657,0
"10468",NA,0.363,6.5,0,0.579,-0.205,0
"10469",NA,0.387,50,0,0.449,-0.129,0
"10470",NA,-0.215,30.6,0,0.056,-0.267,0
"10471",NA,-0.476,48,1,0.333,0.664,0
"10472",NA,1.211,45.8,1,-0.686,1.183,0
"10473",NA,0.522,50,0,0.484,0.616,0
"10474",NA,-0.157,50,0,0.286,-0.489,0
"10475",NA,0.503,50,0,0.806,0.006,0
"10476",NA,-0.018,25.4,0,-1.02,0.739,0
"10477",NA,-0.089,50,0,-0.373,-0.481,0
"10478",NA,0.04,50,0,1.385,-0.454,0
"10479",NA,1.009,27.4,1,1.104,0.725,0
"10480",NA,-0.264,5.9,0,0.193,-0.683,0
"10481",NA,-0.023,9.1,0,0.971,-0.521,0
"10482",NA,-0.126,50,0,-0.312,-0.103,0
"10483",NA,0.134,50,0,-0.99,-0.233,0
"10484",NA,0.095,50,0,0.62,0.224,0
"10485",NA,0.495,35.5,0,-0.923,0.12,0
"10486",NA,0.397,50,0,-0.513,0.832,0
"10487",NA,0.511,8.1,0,0.025,-0.503,0
"10488",NA,0.246,50,0,1.167,0.765,0
"10489",NA,-1.324,6.2,0,-0.208,0.518,0
"10490",NA,-0.982,50,0,-0.291,0.625,0
"10491",NA,-0.253,50,0,0.304,-0.038,0
"10492",NA,-0.693,35.6,0,-1.077,0.195,0
"10493",NA,0.477,19.5,0,0.572,-0.779,0
"10494",NA,-1.041,50,0,-1.454,-1.269,0
"10495",NA,0.206,50,0,-0.506,0.391,0
"10496",NA,0.574,5.9,0,-0.129,0.843,0
"10497",NA,0.127,50,0,0.92,-0.4,0
"10498",NA,0.579,32,0,-0.216,-0.898,0
"10499",NA,-0.33,4,0,-0.132,-0.2,0
"10500",NA,0.222,50,0,-0.424,0.754,0
"10501",NA,-0.64,45.2,0,-0.374,-0.029,0
"10502",NA,-1.166,50,0,0.342,-1.049,0
"10503",NA,0.157,50,0,-0.578,1.449,0
"10504",NA,0.051,12.1,0,1.258,-0.368,0
"10505",NA,0.002,19.8,0,1.817,-1,0
"10506",NA,0.105,50,0,1.162,1.058,0
"10507",NA,-1.158,28.5,0,-0.027,0.752,0
"10508",NA,0.858,50,0,1.378,1.027,0
"10509",NA,-0.494,27.3,0,1.068,-0.86,0
"10510",NA,0.289,44.7,0,0.091,0.122,0
"10511",NA,-0.204,50,0,0.184,-0.053,0
"10512",NA,-0.014,50,0,0.48,0.682,0
"10513",NA,0.613,41.6,1,-0.554,0.361,0
"10514",NA,1.306,19.5,0,0.46,2.386,0
"10515",NA,0.359,37.7,0,-1.213,-0.425,0
"10516",NA,-0.13,50,0,0.132,1.75,0
"10517",NA,-0.916,50,0,0.011,-0.708,0
"10518",NA,1.614,49.9,0,-0.016,0.962,0
"10519",NA,0.422,3.7,0,0.26,0.877,0
"10520",NA,-0.117,50,0,-1.974,-0.47,0
"10521",NA,-0.196,25.7,0,-0.582,0.786,0
"10522",NA,1.19,50,0,-0.338,-0.393,0
"10523",NA,0.253,35.7,0,0.006,-0.163,0
"10524",NA,-1.002,50,0,-1.185,-0.841,0
"10525",NA,0.86,43,0,1.02,-0.342,0
"10526",NA,1.308,20.8,0,1.005,-0.108,0
"10527",NA,0.681,50,0,0.757,-0.501,0
"10528",NA,-1.505,44.5,0,0.007,0.153,0
"10529",NA,-0.556,15,0,0.306,-0.256,0
"10530",NA,0.343,50,0,-0.127,1.59,0
"10531",NA,0.13,15.1,0,-0.1,-0.086,0
"10532",NA,0.613,50,0,0.665,0.405,0
"10533",NA,-0.729,50,0,0.155,0.281,0
"10534",NA,-0.037,14.2,0,0.056,1.411,0
"10535",NA,0.429,50,0,-1.336,1.511,0
"10536",NA,-0.552,50,0,-0.157,-0.116,0
"10537",NA,0.21,50,0,0.094,0.367,0
"10538",NA,0.317,47.4,1,-0.617,0.705,0
"10539",NA,-1.356,50,0,0.064,-1.234,0
"10540",NA,0.771,50,0,-0.254,0.283,0
"10541",NA,0.67,50,0,-0.957,0.412,0
"10542",NA,0.367,50,0,-1.085,0.545,0
"10543",NA,0.593,46.2,1,0.475,-0.204,0
"10544",NA,-0.161,50,0,-0.661,1.168,0
"10545",NA,-0.031,9.4,0,-1.146,-0.618,0
"10546",NA,0.88,50,0,1.086,-0.396,0
"10547",NA,-0.506,34.4,0,1.045,0.854,0
"10548",NA,1.442,50,0,-0.275,0.657,0
"10549",NA,1.28,29.6,0,-0.552,0.083,0
"10550",NA,-0.018,45,0,0.307,-0.464,0
"10551",NA,-0.33,38.4,1,-0.932,-1.773,0
"10552",NA,0.875,50,0,0.041,0.46,0
"10553",NA,-0.859,50,0,-0.035,0.376,0
"10554",NA,-0.022,50,0,-0.421,-0.595,0
"10555",NA,-0.508,50,0,0.376,-0.684,0
"10556",NA,0.762,50,0,0.313,-0.35,0
"10557",NA,-0.788,50,0,-0.046,-0.223,0
"10558",NA,0.737,50,0,0.006,1.359,0
"10559",NA,-0.055,50,0,1.326,-0.62,0
"10560",NA,1.78,50,0,0.664,0.619,0
"10561",NA,0.949,15,0,-0.811,-0.441,0
"10562",NA,-0.336,11.4,0,0.049,-0.55,0
"10563",NA,-0.246,50,0,-0.25,1.249,0
"10564",NA,-0.186,50,0,-0.624,-0.419,0
"10565",NA,0.65,5.9,0,1.661,0.082,0
"10566",NA,-0.905,27.4,0,1.078,-0.54,0
"10567",NA,0.423,50,0,-2.045,-1.739,0
"10568",NA,-0.589,50,0,0.653,-0.841,0
"10569",NA,0.383,50,0,-1.094,0.023,0
"10570",NA,0.313,50,0,0.716,0.537,0
"10571",NA,0.016,50,0,-0.16,0.214,0
"10572",NA,-0.493,50,0,-0.135,-0.428,0
"10573",NA,0.038,1.6,0,-0.406,0.012,0
"10574",NA,0.514,44.9,1,0.342,-0.012,0
"10575",NA,-0.425,10.5,0,0.176,-1.241,0
"10576",NA,-0.281,50,0,1.163,-0.118,0
"10577",NA,0.06,15.9,0,-0.519,-0.794,0
"10578",NA,-0.27,50,0,0.353,0.224,0
"10579",NA,0.622,20.8,1,0.998,-0.251,0
"10580",NA,-0.122,50,0,0.932,0.413,0
"10581",NA,1.507,49.4,1,0.76,0.798,0
"10582",NA,0.247,11,0,1.273,0.659,0
"10583",NA,-0.086,36.6,0,-0.59,0.908,0
"10584",NA,0.231,50,0,-0.568,-0.128,0
"10585",NA,0.496,50,0,-0.074,-0.148,0
"10586",NA,0.157,13.2,0,0.33,-0.639,0
"10587",NA,0.742,41.9,1,0.192,1.163,0
"10588",NA,0.923,50,0,0.042,1.153,0
"10589",NA,-0.832,50,0,-0.264,-0.605,0
"10590",NA,-0.263,50,0,0.327,0.405,0
"10591",NA,-0.892,50,0,0.729,-0.129,0
"10592",NA,-0.205,50,0,-0.518,0.333,0
"10593",NA,-0.028,19.1,0,-0.078,-0.202,0
"10594",NA,0.087,0.5,0,0.217,0.364,0
"10595",NA,-0.089,35.3,0,-0.238,0.884,0
"10596",NA,-1.538,50,0,-0.374,-0.849,0
"10597",NA,-2.169,44.1,0,-1.147,0.665,0
"10598",NA,-0.59,37.9,0,0.063,-0.494,0
"10599",NA,0.142,50,0,-0.147,0.377,0
"10600",NA,-0.364,30,0,-0.088,-0.298,0
"10601",NA,0.036,50,0,1.626,0.599,0
"10602",NA,-0.341,50,0,-0.504,-0.591,0
"10603",NA,0.592,50,0,0.752,0.449,0
"10604",NA,-0.636,34.9,0,0.394,-0.461,0
"10605",NA,-1.163,17,0,-0.897,-0.814,0
"10606",NA,0.481,33.5,1,0.37,-0.796,0
"10607",NA,0.854,50,0,-0.995,0.422,0
"10608",NA,0.415,50,0,-1.295,-0.184,0
"10609",NA,0.151,50,0,-0.2,-0.379,0
"10610",NA,-0.463,50,0,-0.089,0.474,0
"10611",NA,0.574,47,1,0.284,1.007,0
"10612",NA,-0.345,50,0,-0.115,0.066,0
"10613",NA,-0.508,50,0,-0.33,-1.524,0
"10614",NA,0.201,50,0,0.084,-0.234,0
"10615",NA,-0.398,50,0,0.822,-1.036,0
"10616",NA,-1.344,50,0,-0.145,-0.349,0
"10617",NA,-0.517,50,0,-0.27,-0.428,0
"10618",NA,0.102,50,0,-1.037,-1.323,0
"10619",NA,0.348,50,0,0.713,0.249,0
"10620",NA,0.356,4.8,0,0.295,-0.642,0
"10621",NA,0.514,50,0,0.235,-0.533,0
"10622",NA,-0.341,50,0,0.917,-1.016,0
"10623",NA,0.064,50,0,-0.612,-0.785,0
"10624",NA,-0.318,26.4,0,-0.276,-1.069,0
"10625",NA,1.217,50,0,0.67,-0.172,0
"10626",NA,0.351,50,0,-1.003,-0.858,0
"10627",NA,-0.835,50,0,-0.98,0.126,0
"10628",NA,-0.306,1.8,0,-0.212,-0.542,0
"10629",NA,-0.324,50,0,-0.053,-0.373,0
"10630",NA,0.603,50,0,-0.992,1.341,0
"10631",NA,0.639,50,0,0.056,0.1,0
"10632",NA,-0.363,33.9,0,0,-0.045,0
"10633",NA,-0.155,50,0,-0.11,0.613,0
"10634",NA,0.217,50,0,0.272,-0.172,0
"10635",NA,-0.138,50,0,-0.87,0.152,0
"10636",NA,0.344,50,0,-0.737,-0.684,0
"10637",NA,0.493,19.5,0,0.706,0.269,0
"10638",NA,1.197,50,0,-0.19,-1.007,0
"10639",NA,0.906,50,0,0.146,0.085,0
"10640",NA,0.706,50,0,-0.581,-0.242,0
"10641",NA,-0.036,50,0,-0.765,-0.532,0
"10642",NA,-0.809,50,0,0.499,-0.336,0
"10643",NA,-0.699,29.5,0,-1.091,0.402,0
"10644",NA,-0.026,50,0,-1.615,0.365,0
"10645",NA,-0.62,50,0,-0.016,-0.518,0
"10646",NA,0.132,50,0,1.107,-0.146,0
"10647",NA,-0.022,49.6,1,0.406,0.57,0
"10648",NA,0.312,50,0,0.535,-0.693,0
"10649",NA,0.07,48.6,0,-0.573,0.695,0
"10650",NA,0.874,30,0,-0.541,-0.034,0
"10651",NA,0.07,50,0,1.221,0.041,0
"10652",NA,0.648,50,0,0.165,0.56,0
"10653",NA,1.19,50,0,0.127,0.184,0
"10654",NA,0.518,50,0,-1.285,-1.204,0
"10655",NA,-0.188,46.8,1,0.2,0.663,0
"10656",NA,-1.296,50,0,-0.122,0.074,0
"10657",NA,-0.601,50,0,-0.237,0.24,0
"10658",NA,0.836,29.2,0,0.217,0.117,0
"10659",NA,0.015,50,0,0.238,-0.217,0
"10660",NA,0.752,8.4,0,0.328,0.251,0
"10661",NA,0.754,50,0,0.841,1.343,0
"10662",NA,0.658,46.3,0,-0.478,0.065,0
"10663",NA,1.204,42.1,1,-0.291,1.024,0
"10664",NA,0.131,50,0,0.617,-0.229,0
"10665",NA,0.239,39.8,0,0.802,-0.005,0
"10666",NA,0.703,50,0,-0.28,0.812,0
"10667",NA,0.294,50,0,0.469,-0.672,0
"10668",NA,-0.649,4.8,0,-0.237,1.19,0
"10669",NA,0.271,50,0,-0.377,0.802,0
"10670",NA,-0.392,50,0,-0.207,-0.971,0
"10671",NA,-0.76,50,0,-0.861,1.195,0
"10672",NA,-0.591,41.1,0,-0.952,0.656,0
"10673",NA,-0.597,50,0,-0.737,-0.178,0
"10674",NA,0.579,50,0,1.246,0.662,0
"10675",NA,-0.201,46.6,1,0.855,1.325,0
"10676",NA,1.591,36.4,1,1.134,0.016,0
"10677",NA,-0.501,50,0,-0.193,0.412,0
"10678",NA,0.237,50,0,0.612,0.848,0
"10679",NA,-0.474,23.5,0,0.177,-0.197,0
"10680",NA,0.021,41.7,0,0.013,-0.954,0
"10681",NA,-0.629,50,0,1.493,0.611,0
"10682",NA,1.222,5.1,0,-0.047,0.327,0
"10683",NA,-0.722,12.2,0,-0.389,-0.106,0
"10684",NA,-0.334,50,0,0.196,-0.221,0
"10685",NA,1.18,50,0,0.999,1.064,0
"10686",NA,0.095,15.6,0,1.341,-0.171,0
"10687",NA,-0.255,50,0,-0.4,-0.112,0
